Item number	Item group	Production	Batch number	Configuration	Work center	S/O No.	Order	MIS.	GR.	LOSS	KPI % loss	%	Result	% Variance	Price variance	Quantity variance	Substitution variance	Total variance	Started	Ended date	End days	Act. lead time	Delivery lead time
PXGY20298	FG-PM	PD63000275	FS63-000492	OT	21HM200-1	SO63000446	205.9	205.9	204.2	1.7	2.1	0.826	Pass	9.752	1774.720	-10.090	697.690	2462.320	22/1/2020	29/1/2020	1	8	9
MEBL850	FG-COLOUR	PD63000278	FS63-000495	TWIN-L	21HM200-3	SO63000467	200	200	196	4	2.1	2	Pass	7.132	3071.840	1403.190	0.000	4475.030	24/1/2020	29/1/2020	2	6	9
MEGN14342	FG-COLOUR	PD63000284	FS63-000512	TWIN-L	21HM200-4	SO63000474	109	109.674	109.1	0.574	2.1	0.523	Pass	2.575	50.120	-271.420	856.750	635.450	22/1/2020	29/1/2020	1	8	8
MPGN19149	FG-COLOUR	PD63000294	FS63-000523	TWIN-L	21HM75-1	SO63000500	27.201	27.201	26.7	0.501	3.1	1.842	Pass	27.421	617.560	-30.550	252.170	839.180	23/1/2020	29/1/2020	2	7	7
MPYE19279	FG-COLOUR	PD63000295	FS63-000524	TWIN-L	21HM75-1	SO63000500	27.201	27.201	27	0.201	3.1	0.739	Pass	91.773	2789.520	239.020	295.090	3323.630	23/1/2020	29/1/2020	2	7	7
MEBL17375	FG-COLOUR	PD63000298	FS63-000532	TWIN-L	21HM200-3	SO63000534	80.502	80.502	79.1	1.402	2.1	1.742	Pass	-23.76	-2123.010	-370.860	564.590	-1929.280	24/1/2020	29/1/2020	1	6	7
SXGN01A	SCOL	PD63000299	FS63-000533	OT	21HM200-3	Manual	50	50	49.8	0.2	3.1	0.4	Pass	36.35	538.600	141.790	0.000	680.390	24/1/2020	29/1/2020	2	6	7
PXWH4430	FG-PM	PD63000302	FS63-000539	OT	21HM200-3	SO63000541	101.6	101.6	100.9	0.7	2.1	0.689	Pass	8.336	579.470	70.420	152.680	802.570	24/1/2020	29/1/2020	1	6	6
SXYE03A	SCOL	PD63000311	FS63-000553	OT	21HM200-1	Manual	125	125	124.6	0.4	2.1	0.32	Pass	-16.415	-903.160	-82.410	0.000	-985.570	24/1/2020	29/1/2020	1	6	6
MEPK4274	FG-COLOUR	PD63000315	FS63-000557	TWIN-L	21HM75-1	SO63000585	25	25.001	24.3	0.701	3.1	2.804	Pass	91.293	2545.130	251.020	-53.510	2742.640	27/1/2020	29/1/2020	1	3	3
SRPPCP03	SRM	PD63000016	FS63-000018	OT	25PM500-2	Manual	"1,025.00"	"1,025.00"	"1,025.00"	0	1	0	Pass	91.293	2545.130	251.020	-53.510	2742.640	27/1/2020	30/1/2020	2	4	25
MNWH21368	FG-COL-WH	PD63000094	FS63-000149	TWIN-L	21HM200-3	SO63000117	100	100	85.9	14.1	2.1	14.1	Fail	55.371	5759.450	2052.790	0.000	7812.240	8/1/2020	30/1/2020	1	23	23
SRLLP20	SRM	PD63000112	FS63-000210	OT	25PM500-1	Manual	"4,572.00"	"4,572.00"	"4,572.00"	0	0.5	0	Pass	1.165	1156.450	330.050	0.000	1486.500	9/1/2020	30/1/2020	1	22	22
AEAO592	FG-AD	PD63000123	FS63-000246	TE75	21HM200-4	SO63000231	"3,313.50"	"3,263.50"	"3,243.00"	20.5	0.5	0.628	Fail	-2.084	-3322.790	-69811.250	69707.950	-3426.090	27/1/2020	30/1/2020	1	4	21
APPA17259	FG-AD	PD63000168	FS63-000304	TWIN-L	21HM200-5	SO63000274	"2,015.00"	"2,015.00"	"2,010.00"	5	1	0.248	Pass	27.491	35361.620	2113.900	2151.430	39626.950	23/1/2020	30/1/2020	1	8	18
AEPA13599	FG-AD	PD63000176	FS63-000312	TE75	21HM200-5	SO63000274	"5,310.00"	"5,250.00"	"5,214.20"	35.8	0.5	0.682	Fail	1.022	894.290	1804.030	623.690	3322.010	23/1/2020	30/1/2020	1	8	18
SRLDP20	SRM	PD63000189	FS63-000325	OT	25MF600-1	Manual	"2,000.00"	"2,000.00"	"2,000.00"	0	1	0	Pass	-1.09	-1122.510	67.440	0.000	-1055.070	14/1/2020	30/1/2020	8	17	17
SE40YE11A	SCOL	PD63000205	FS63-000351	TWIN-L	21HM200-2	Manual	250	250	242.2	7.8	2.1	3.12	Fail	7.312	3049.010	2545.190	0.000	5594.200	22/1/2020	30/1/2020	1	9	17
CHGY13784	FG-CO	PD63000223	FS63-000395	TWIN-L	21HM75-1	SO63000328	22.222	22.222	20.6	1.622	3.1	7.299	Fail	76.634	1459.140	249.350	0.000	1708.490	16/1/2020	30/1/2020	1	15	15
CHGY13784-5	TEST	PD63000224	FS63-000396	TWIN-L	21HM75-1	SO63000328	22.222	22.222	20.5	1.722	3.1	7.749	Fail	40.631	700.140	180.300	0.000	880.440	16/1/2020	30/1/2020	1	15	15
CHGY13784-6	TEST	PD63000225	FS63-000397	TWIN-L	21HM75-1	SO63000328	22.222	22.223	20.4	1.823	3.1	8.203	Fail	43.404	216.290	341.410	0.000	557.700	16/1/2020	30/1/2020	1	15	15
CPBL19917	FG-CO-SER	PD63000226	FS63-000398	TWIN-L	21HM200-2	SO63000331	160	163.51	158.9	4.61	2.1	2.819	Fail	32.001	2541.980	399.720	216.410	3158.110	23/1/2020	30/1/2020	1	8	15
CPBL20112	FG-CO	PD63000227	FS63-000399	TWIN-L	21HM200-2	SO63000331	135.6	135.6	130.5	5.1	2.1	3.761	Fail	"1,394.35"	169954.070	15186.710	2432.770	187573.550	23/1/2020	30/1/2020	1	8	15
MPBK20794	FG-BLACK	PD63000230	FS63-000402	TWIN-L	21HM200-3	SO63000355	"1,022.30"	"1,022.30"	"1,011.90"	10.4	1	1.017	Fail	-11.38	-11920.990	-553.850	1607.810	-10867.030	24/1/2020	30/1/2020	1	7	15
MEPK4274	FG-COLOUR	PD63000247	FS63-000419	TWIN-L	21HM75-1	SO63000385	25	25.711	24.2	1.511	3.1	5.877	Fail	105.824	515.840	-50.300	2700.560	3166.100	17/1/2020	30/1/2020	1	14	14
MPOR19446	FG-COLOUR	PD63000263	FS63-000473	TWIN-L	21HM75-1	SO63000440	27	31.692	30.8	0.892	3.1	2.815	Pass	79.488	3721.490	291.590	0.000	4013.080	23/1/2020	30/1/2020	2	8	10
MEYE21393	FG-COLOUR	PD63000277	FS63-000494	TWIN-L	21TM500-1	SO63000465	248.293	309.568	303.4	6.168	2.1	1.992	Pass	9.779	-2061.920	-24558.800	33000.720	6380.000	23/1/2020	30/1/2020	2	8	10
MTBK21395	FG-BLACK	PD63000279	FS63-000505	TWIN-L	21HM75-1	SO63000473	26	29.618	29.618	0	3.1	0	Pass	20.731	503.840	115.180	67.020	686.040	23/1/2020	30/1/2020	1	8	9
MEYE16071	FG-COLOUR	PD63000280	FS63-000507	TWIN-L	21HM200-4	SO63000458	"1,009.20"	"1,009.20"	"1,000.00"	9.2	1	0.912	Pass	-7.296	-26511.200	-2263.530	3221.920	-25552.810	23/1/2020	30/1/2020	1	8	9
MEYE16071	FG-COLOUR	PD63000281	FS63-000508	TWIN-L	21HM200-4	SO63000458	507	507	505.9	1.1	2.1	0.217	Pass	-6.364	-13375.690	-15654.350	17755.600	-11274.440	24/1/2020	30/1/2020	1	7	9
MTYE21307	FG-COLOUR	PD63000291	FS63-000520	TWIN-L	21HM75-1	SO63000485	26	26	25	1	3.1	3.846	Fail	96.482	2049.560	321.170	0.000	2370.730	23/1/2020	30/1/2020	1	8	8
MEYE2601	FG-COLOUR	PD63000303	FS63-000540	TWIN-L	21HM200-4	SO63000545	52.6	52.6	52.5	0.1	3.1	0.19	Pass	28.122	1730.390	47.920	216.150	1994.460	24/1/2020	30/1/2020	2	7	7
MTOR15027	FG-COLOUR	PD63000304	FS63-000541	TWIN-L	21HM75-1	SO63000468	26.301	26.301	25.6	0.701	3.1	2.665	Pass	38.416	1194.970	-16.310	301.290	1479.950	24/1/2020	30/1/2020	1	7	7
SE40OR24A	SCOL	PD63000307	FS63-000546	TWIN-L	21HM200-3	Manual	30	30	29.4	0.6	3.1	2	Pass	44.591	4107.980	416.400	181.800	4706.180	24/1/2020	30/1/2020	1	7	7
SE10RD01A	SCOL	PD63000309	FS63-000548	TWIN-L	21HM200-3	Manual	50	50	49.3	0.7	3.1	1.4	Pass	60.69	9396.120	1008.540	-5.300	10399.360	27/1/2020	30/1/2020	1	4	7
MEBR18585	FG-COLOUR	PD63000314	FS63-000556	TWIN-L	21HM200-3	SO63000582	50	50	49.7	0.3	3.1	0.6	Pass	41.211	2917.690	292.410	-562.960	2647.140	27/1/2020	30/1/2020	1	4	4
MERD941	FG-COLOUR	PD63000318	FS63-000562	TWIN-L	Packer_1	SO63000595	50.1	50.1	49.9	0.2	3.1	0.399	Pass	2.545	0.000	0.000	141.130	141.130	27/1/2020	30/1/2020	2	4	4
SRNYP15	SRM	PD63000332	FS63-000582	OT	25PM500-1	Manual	9	9	9	0	3.1	0	Pass	5.615	41.850	36.420	0.000	78.270	28/1/2020	30/1/2020	1	3	3
MEYE14766	FG-COLOUR	PD63000334	FS63-000584	TWIN-L	21HM200-1	SO63000617	105	105	104.1	0.9	2.1	0.857	Pass	4.682	-372.730	-959.440	1832.250	500.080	28/1/2020	30/1/2020	1	3	3
Grand total	"-358,938.49"	"327,745.94"	"-324,526.26"	"-355,718.81"	"332,392.72"	"332,644.56"	"330,680.32"	"1,964.24"															
